image_id,label,score
10766-simplified,Recipe,0.8560066
10766-simplified,Fast food,0.8368808
10766-simplified,Finger food,0.7968456
10766-simplified,Cooking,0.7478419
10766-simplified,Culinary arts,0.73128855
10766-simplified,Breakfast,0.70315486
10766-simplified,Condiment,0.6998827
10766-simplified,Comfort food,0.695572
10785-simplified,Book,0.7867044
10785-simplified,Publication,0.6372225
10785-simplified,Still life photography,0.6295401
1080-simplified,Science,0.5485557
1081-simplified,Chordophone,0.9840419
1081-simplified,Violin family,0.9822057
1081-simplified,String instrument,0.97653127
1081-simplified,Fiddle,0.94648033
1081-simplified,Bowed string instrument,0.9408391
1081-simplified,Violin,0.9121033
1081-simplified,Folk instrument,0.89433277
1081-simplified,Viola,0.8676559
1081-simplified,Cello,0.86358696
1081-simplified,Double bass,0.8552257
10834-simplified,Night,0.93015426
10834-simplified,Lighting,0.9173084
10834-simplified,Neon,0.8799908
10834-simplified,Electricity,0.86472726
10834-simplified,Metropolis,0.81328636
10834-simplified,Neon sign,0.7754047
10834-simplified,Electronic signage,0.76997083
10834-simplified,Midnight,0.74139637
10881-simplified,Dinosaur,0.96878594
10881-simplified,Statue,0.81669736
10881-simplified,Extinction,0.8034915
10881-simplified,Monument,0.7113904
10881-simplified,Animation,0.6365078
10881-simplified,Fictional character,0.58035004
10881-simplified,Velociraptor,0.57346195
10881-simplified,Cryptid,0.507584
10926-simplified,Umbrella,0.8684943
10926-simplified,Raincoat,0.8382403
10926-simplified,Costume,0.69867104
10926-simplified,Photo shoot,0.69310766
10926-simplified,Model,0.66220057
10926-simplified,Portrait photography,0.5717136
10926-simplified,Red hair,0.5651682
10982-simplified,Eyewear,0.9843555
10982-simplified,Vision Care,0.9682886
10982-simplified,Goggles,0.84919304
10982-simplified,Beard,0.7094009
10982-simplified,Sunglasses,0.69573146
10982-simplified,Fictional character,0.67806727
10982-simplified,Hero,0.56778836
10982-simplified,Animation,0.5176854
10984-simplified,Cat,0.995749
10984-simplified,Felidae,0.9909775
10984-simplified,Carnivores,0.9764137
10984-simplified,Felinae,0.97026265
10984-simplified,Vertebrate,0.9612351
10984-simplified,Whiskers,0.9568785
10984-simplified,Snout,0.91430825
10984-simplified,Fur,0.89626384
10984-simplified,Terrestrial animal,0.86982733
10984-simplified,Paw,0.82291967
11024-simplified,Branch,0.96795255
11024-simplified,Petal,0.9560328
11024-simplified,Pink,0.9435323
11024-simplified,Tower,0.91078895
11024-simplified,Blossom,0.89454573
11024-simplified,Spring,0.847534
11024-simplified,Twig,0.7966522
11024-simplified,Cherry blossom,0.66887313
11024-simplified,Spire,0.6375938
11024-simplified,Prunus,0.54380214
11037-simplified,Mountainous landforms,0.9848929
11037-simplified,Nature,0.9771277
11037-simplified,Natural landscape,0.9769164
11037-simplified,Mountain,0.96951413
11037-simplified,Mountain river,0.9595313
11037-simplified,Hill,0.9516708
11037-simplified,Mountain range,0.9320886
11037-simplified,Cloud,0.92792386
11037-simplified,Landscape,0.9231562
11037-simplified,Wilderness,0.9174473
11303-simplified,Photograph,0.9881029
11303-simplified,Dress,0.97791535
11303-simplified,Bride,0.97514826
11303-simplified,Wedding dress,0.97197694
11303-simplified,Gown,0.97145
11303-simplified,Formal wear,0.9707131
11303-simplified,Bridal Clothing,0.970616
11303-simplified,Marriage,0.94889754
11303-simplified,Happiness,0.9405698
11303-simplified,Event,0.9261854
11305-simplified,Produce,0.73303807
11305-simplified,Winter squash,0.7271494
11305-simplified,Squash,0.7239997
11305-simplified,Pumpkin,0.6853843
11305-simplified,Calabaza,0.67917883
11305-simplified,Gourd,0.6600223
11305-simplified,Vegetable,0.6373215
11305-simplified,Natural foods,0.63410544
11305-simplified,Still life photography,0.5906622
11305-simplified,Lantern,0.5813394
11344-simplified,Facial expression,0.9448967
11344-simplified,Eyelash,0.8770741
11344-simplified,Cartoon,0.84205174
11344-simplified,Animation,0.84047705
11344-simplified,Fictional character,0.8153486
11344-simplified,Animated cartoon,0.7938989
11344-simplified,CG artwork,0.76867175
11344-simplified,Portrait,0.5760802
11344-simplified,Fiction,0.5689603
11344-simplified,Film,0.5581449
11432-simplified,Pollinator,0.97832245
11432-simplified,Insect,0.9739888
11432-simplified,Butterfly,0.97338057
11432-simplified,Arthropod,0.95621365
11432-simplified,Wing,0.9457783
11432-simplified,Lepidoptera,0.85967964
11432-simplified,Brush-footed butterflies,0.61976343
11432-simplified,Moth,0.5972154
1155-simplified,Personal protective equipment,0.9382637
1155-simplified,Helmet,0.9304064
1155-simplified,Motorcycle helmet,0.83941424
1155-simplified,Fictional character,0.7956429
1155-simplified,Animation,0.7795272
1155-simplified,Fiction,0.62254727
1155-simplified,CG artwork,0.60407394
1155-simplified,Suit actor,0.5540087
11551-simplified,,
11553-simplified,Primate,0.97326505
11553-simplified,Toy,0.5066775
11557-simplified,,
1160-simplified,Green,0.98183733
1160-simplified,Grass,0.97556144
1160-simplified,Grassland,0.94863415
1160-simplified,Summer,0.9468548
1160-simplified,Dress,0.9289493
1160-simplified,Field,0.921024
1160-simplified,Rural area,0.91906613
1160-simplified,Plain,0.9045259
1160-simplified,Land lot,0.8959789
1160-simplified,People in nature,0.8719159
11614-simplified,Architecture,0.9293584
11614-simplified,Arch,0.89780414
11614-simplified,Palace,0.8419558
11614-simplified,Classical architecture,0.769813
11614-simplified,Column,0.7274383
11614-simplified,Mansion,0.7173854
11614-simplified,Floral design,0.5926962
1164-simplified,,
11674-simplified,,
11678-simplified,,
117-simplified,,
11712-simplified,,
11740-simplified,,
11752-simplified,Residential area,0.9241617
11752-simplified,Suburb,0.8138093
11752-simplified,Animation,0.7193238
11752-simplified,Cityscape,0.5247009
11817-simplified,Running,0.95932984
11817-simplified,Recreation,0.9388109
11817-simplified,Jogging,0.89959806
11817-simplified,Sports,0.82031614
11817-simplified,Exercise,0.8199648
11817-simplified,Athlete,0.76037246
11817-simplified,Walking,0.66594553
11817-simplified,Endurance sports,0.6439881
11817-simplified,Reflection,0.6268095
11817-simplified,Racing,0.6110401
11883-simplified,,
11906-simplified,Bird nest,0.8050029
11906-simplified,Natural material,0.70959514
11906-simplified,Still life photography,0.6258488
11906-simplified,Nest,0.5612246
11906-simplified,Erosion,0.53829724
11947-simplified,Map,0.9698631
11947-simplified,Orange,0.9142279
11947-simplified,Technology,0.8917585
11947-simplified,Display device,0.82276326
11947-simplified,Electronics,0.71093434
11947-simplified,Multimedia,0.6866236
11947-simplified,Screenshot,0.68036187
11947-simplified,Software,0.5960509
11947-simplified,Gadget,0.57995075
11947-simplified,Plan,0.54201996
1195-simplified,Elephant,0.9221196
1195-simplified,Dog,0.8795915
1195-simplified,Carnivores,0.8775954
1195-simplified,Wildlife,0.84209234
1195-simplified,Terrestrial animal,0.7909486
1195-simplified,Animation,0.7521178
1195-simplified,African elephant,0.70910764
1195-simplified,Savanna,0.6892046
1195-simplified,Canidae,0.6379161
1195-simplified,Tail,0.6176212
11996-simplified,Lips,0.98479617
11996-simplified,Skin,0.9803001
11996-simplified,Red,0.9728488
11996-simplified,Hairstyle,0.9701359
11996-simplified,Eyelash,0.96995395
11996-simplified,Beauty,0.9613072
11996-simplified,Red hair,0.9526916
11996-simplified,Facial expression,0.94463456
11996-simplified,Wig,0.9042715
11996-simplified,Portrait photography,0.89898235
12009-simplified,Mansion,0.87820363
12009-simplified,Classical architecture,0.70503634
12009-simplified,Medieval architecture,0.701955
12009-simplified,Night,0.6935497
12009-simplified,Symmetry,0.6818331
12009-simplified,Castle,0.681827
12009-simplified,Palace,0.6797922
12009-simplified,Evening,0.63563484
12009-simplified,Dusk,0.63279134
12009-simplified,Château,0.57434547
12035-simplified,Astronaut,0.979497
12035-simplified,Astronomical object,0.91064596
12035-simplified,Outer space,0.82647216
12035-simplified,Astronomy,0.7992201
12035-simplified,Universe,0.7241669
12035-simplified,Graphics,0.69046897
12035-simplified,Animation,0.68045634
12035-simplified,Night,0.6704908
12035-simplified,Science,0.636958
12035-simplified,Sphere,0.62765133
1204-simplified,,
12157-simplified,,
12180-simplified,Orange,0.9543278
12180-simplified,Arch,0.9527506
12180-simplified,Sunset,0.8883276
12180-simplified,Sunrise,0.8740027
12180-simplified,Dusk,0.8689612
12180-simplified,Afterglow,0.82373655
12180-simplified,Red sky at morning,0.7767966
12180-simplified,Evening,0.7477607
12180-simplified,Triumphal arch,0.7467228
12180-simplified,Dawn,0.71114635
1219-simplified,Eyebrow,0.9855448
1219-simplified,Skin,0.98051125
1219-simplified,Beauty,0.9733398
1219-simplified,Eyelash,0.9720462
1219-simplified,Black hair,0.9541156
1219-simplified,Fashion,0.94993764
1219-simplified,Eye shadow,0.92670995
1219-simplified,Black,0.9097329
1219-simplified,Long hair,0.83190924
1219-simplified,Eye liner,0.7992851
12220-simplified,Chin,0.98860985
12220-simplified,Facial hair,0.98812246
12220-simplified,Cheek,0.98697215
12220-simplified,Eyebrow,0.9860224
12220-simplified,Forehead,0.98449075
12220-simplified,Skin,0.98038936
12220-simplified,Beard,0.9797304
12220-simplified,Nose,0.9745318
12220-simplified,Jaw,0.9739127
12220-simplified,Moustache,0.95843035
12244-simplified,Bird,0.99290496
12244-simplified,Blue,0.9888033
12244-simplified,Beak,0.9686739
12244-simplified,Vertebrate,0.9626274
12244-simplified,Wing,0.92395526
12244-simplified,Feather,0.8817081
12244-simplified,Parrot,0.8010569
12244-simplified,Tail,0.6815893
12244-simplified,Passerine,0.61218154
12244-simplified,Still life photography,0.5737406
12445-simplified,Armour,0.972137
12445-simplified,Fictional character,0.932049
12445-simplified,Knight,0.92317307
12445-simplified,Action,0.88167894
12445-simplified,CG artwork,0.8361335
12445-simplified,Action figure,0.8039894
12445-simplified,Breastplate,0.7970637
12445-simplified,Action-adventure game,0.7774553
12445-simplified,Sword,0.71316844
12445-simplified,Costume,0.67774606
12471-simplified,Underwater,0.78775626
12483-simplified,Hardwood,0.77392924
12483-simplified,Plank,0.69242305
12483-simplified,Wood stain,0.65135497
12483-simplified,Wood flooring,0.61598694
12483-simplified,Fur,0.6143576
12483-simplified,Natural foods,0.5407168
12483-simplified,Vegetable,0.50552255
12494-simplified,Beak,0.92715204
12494-simplified,Bird,0.899237
12494-simplified,Animation,0.8729294
12494-simplified,Fictional character,0.830472
12494-simplified,Cartoon,0.80560535
12494-simplified,Animated cartoon,0.6977499
12494-simplified,Landfowl,0.69638455
12494-simplified,Chicken,0.637169
12494-simplified,Phasianidae,0.6359795
12494-simplified,Fiction,0.60630053
12498-simplified,Ceiling,0.8316601
12498-simplified,Symmetry,0.689085
12498-simplified,Graphics,0.57305264
12498-simplified,Science,0.5372811
12498-simplified,Lens flare,0.5009503
12533-simplified,Facial hair,0.96369743
12533-simplified,Flame,0.93655217
12533-simplified,Beard,0.9195642
12533-simplified,Fire,0.85867184
12533-simplified,Moustache,0.8005377
12533-simplified,Heat,0.7365412
12533-simplified,Candle,0.5233297
12657-simplified,Dog,0.99547976
12657-simplified,Carnivores,0.9352784
12657-simplified,Pet Supply,0.90103644
12657-simplified,Snout,0.8846553
12657-simplified,Collar,0.8737853
12657-simplified,Dog Clothes,0.86762595
12657-simplified,Dog collar,0.84555155
12657-simplified,Welsh Corgi,0.80706507
12657-simplified,Working animal,0.80561775
12657-simplified,Pembroke Welsh Corgi,0.7959259
12675-simplified,Arch,0.9195821
12675-simplified,Geological formation,0.8744657
12675-simplified,Erosion,0.738598
12675-simplified,Natural arch,0.66719764
12675-simplified,Aeolian landform,0.6043621
12675-simplified,Cave,0.5871337
12675-simplified,Sand,0.5302472
12705-simplified,Technology,0.8716538
12705-simplified,Machine,0.8351405
12705-simplified,Robot,0.83202225
12705-simplified,Animation,0.7093108
12705-simplified,Fictional character,0.6817397
12705-simplified,Graphics,0.58816606
12705-simplified,Action figure,0.5834406
12705-simplified,Mecha,0.56269515
12705-simplified,Shadow,0.527082
12755-simplified,Orange,0.9498967
12755-simplified,Dusk,0.9439935
12755-simplified,Evening,0.8890165
12755-simplified,Darkness,0.82650536
12755-simplified,Electricity,0.8093222
12755-simplified,Night,0.7965154
12755-simplified,Sunrise,0.7653507
12755-simplified,Heat,0.7558341
12755-simplified,Sunset,0.73946655
12755-simplified,Lens flare,0.704792
12794-simplified,,
12812-simplified,Field,0.92092717
12812-simplified,Agriculture,0.89856917
12812-simplified,Crop,0.8633855
12812-simplified,Machine,0.8377689
12812-simplified,Prairie,0.8001835
12812-simplified,Steppe,0.770413
12812-simplified,Farm,0.7166681
12812-simplified,Robot,0.6713891
12812-simplified,Harvest,0.6601406
12812-simplified,Plantation,0.56670576
12815-simplified,Game,0.78790647
12815-simplified,Astronomical object,0.6968521
12815-simplified,Outer space,0.68510026
12815-simplified,Winter,0.6354234
12815-simplified,Aerospace Engineering,0.59548914
12815-simplified,Science,0.5839778
12815-simplified,Digital compositing,0.57308453
12815-simplified,Animation,0.57278293
12815-simplified,Universe,0.56970316
12815-simplified,Spacecraft,0.54220545
1285-simplified,Animation,0.8882352
1285-simplified,Fictional character,0.8751288
1285-simplified,Animated cartoon,0.8483386
1285-simplified,Cartoon,0.83790475
1285-simplified,Toy,0.72236055
1285-simplified,Film,0.7101638
1285-simplified,Fiction,0.61102927
1285-simplified,Digital compositing,0.53488755
12871-simplified,Eyewear,0.9932048
12871-simplified,Glasses,0.983218
12871-simplified,Vision Care,0.98216146
12871-simplified,Facial expression,0.944941
12871-simplified,Facial hair,0.86638725
12871-simplified,Moustache,0.7825143
12871-simplified,Beard,0.6797201
12871-simplified,Portrait photography,0.6367088
12871-simplified,Wrinkle,0.50395346
129-simplified,Head,0.9862465
129-simplified,Nose,0.9745435
129-simplified,Eye,0.9579534
129-simplified,People in nature,0.8377446
129-simplified,Long hair,0.8140075
129-simplified,Cloak,0.7972415
129-simplified,Mythology,0.6816645
129-simplified,CG artwork,0.6651192
129-simplified,Portrait,0.5864219
129-simplified,Feathered hair,0.57765716
12922-simplified,,
12984-simplified,Fictional character,0.93308747
12984-simplified,Animation,0.75389326
12984-simplified,Snout,0.74836487
12984-simplified,Costume,0.6913092
12984-simplified,Fiction,0.5850993
12984-simplified,Cryptid,0.5783314
12984-simplified,Animated cartoon,0.5776665
12984-simplified,Mythical creature,0.56209147
12984-simplified,Mask,0.51423013
12996-simplified,Armour,0.5705006
12996-simplified,Science,0.56016374
12996-simplified,Fictional character,0.54537344
12996-simplified,Animation,0.5450408
12996-simplified,Digital compositing,0.5258068
13115-simplified,Horse,0.9612526
13115-simplified,Horse tack,0.87235737
13115-simplified,Armour,0.84655505
13115-simplified,CG artwork,0.8142734
13115-simplified,Fictional character,0.8081884
13115-simplified,Rein,0.80349946
13115-simplified,Working animal,0.79358906
13115-simplified,Mythology,0.7932702
13115-simplified,Horse Supplies,0.77004975
13115-simplified,Animation,0.76269567
13118-simplified,Technology,0.859917
13118-simplified,Display device,0.7563578
13118-simplified,Graphic design,0.6837673
13118-simplified,Learning,0.6326542
13118-simplified,Gadget,0.59466386
13118-simplified,Multimedia,0.5933364
13118-simplified,Graphics,0.58491206
13118-simplified,Diagram,0.528408
13167-simplified,Facial hair,0.99197364
13167-simplified,Beard,0.9904204
13167-simplified,Moustache,0.98124385
13167-simplified,Wrinkle,0.96087235
13167-simplified,Temple,0.9580573
13167-simplified,Facial expression,0.94466305
13167-simplified,Portrait photography,0.86592525
13167-simplified,Prophet,0.6988766
13167-simplified,Flesh,0.6926657
13167-simplified,Elder,0.6138761
13184-simplified,Red,0.97722703
13184-simplified,Orange,0.89059067
13184-simplified,Fictional character,0.8826517
13184-simplified,Mythical creature,0.84705293
13184-simplified,Dragon,0.8417212
13184-simplified,Mythology,0.7506611
13184-simplified,Graphics,0.57358396
13184-simplified,Graphic design,0.5095445
13213-simplified,,
1324-simplified,Cartoon,0.8207731
1324-simplified,Fictional character,0.7999833
1324-simplified,Animation,0.7800021
1324-simplified,Animated cartoon,0.74922115
1324-simplified,Happiness,0.5493962
13263-simplified,Green,0.97388726
13263-simplified,Petal,0.9701251
13263-simplified,Aquatic plant,0.9529486
13263-simplified,Lotus,0.8375441
13263-simplified,Reflection,0.7527909
13263-simplified,Pond,0.72669566
13263-simplified,Plant stem,0.7218912
13263-simplified,Nelumbonaceae,0.72118485
13263-simplified,Water lilies,0.6977763
13263-simplified,Fragrant water-lily,0.6871601
13267-simplified,Cat,0.96359247
13267-simplified,Whiskers,0.9139317
13267-simplified,Carnivores,0.89904344
13267-simplified,Felidae,0.89383405
13267-simplified,Felinae,0.8895601
13267-simplified,Cartoon,0.87900954
13267-simplified,Snout,0.87843794
13267-simplified,Toy,0.8237555
13267-simplified,Animated cartoon,0.8173943
13267-simplified,Animation,0.8103474
13280-simplified,Blue,0.9894413
13280-simplified,Eyebrow,0.9858071
13280-simplified,Lips,0.9847942
13280-simplified,Eyelash,0.97967935
13280-simplified,Beauty,0.9724692
13280-simplified,Hairstyle,0.9703606
13280-simplified,Fashion,0.9610993
13280-simplified,Neck,0.95628285
13280-simplified,Eye,0.95048904
13280-simplified,Eye shadow,0.9422872
13283-simplified,Facial hair,0.95379835
13283-simplified,Hat,0.9438153
13283-simplified,Beard,0.88017064
13283-simplified,Sun hat,0.8526981
13283-simplified,Cowboy hat,0.82914555
13283-simplified,Moustache,0.8149433
13283-simplified,Fedora,0.7705778
13283-simplified,Film,0.5918444
13283-simplified,Costume Hat,0.5812773
13283-simplified,Fictional character,0.5525204
13328-simplified,History,0.88968885
13328-simplified,Battle,0.772413
13328-simplified,Rebellion,0.7218112
13328-simplified,Troop,0.63641566
13328-simplified,Conquistador,0.6250371
13328-simplified,Grenadier,0.5551987
13328-simplified,Cossack,0.55178666
13328-simplified,Spear,0.5442301
13328-simplified,Middle Ages,0.53606755
13328-simplified,Art Paint,0.52837247
1334-simplified,Fictional character,0.913089
1334-simplified,Cartoon,0.8777097
1334-simplified,Animation,0.8532517
1334-simplified,Animated cartoon,0.7968532
1334-simplified,CG artwork,0.7822591
1334-simplified,Anime,0.73334
1334-simplified,Fiction,0.5774041
13374-simplified,Barechestedness,0.8670166
13374-simplified,Muscle,0.8389844
13374-simplified,CG artwork,0.8003916
13374-simplified,Fictional character,0.755622
13374-simplified,Animation,0.75516164
13374-simplified,Thorax,0.7334399
13374-simplified,Flesh,0.6428641
13374-simplified,Animated cartoon,0.6233377
13374-simplified,Mythology,0.62266344
13374-simplified,Film,0.5934904
13502-simplified,Beauty,0.95291
13502-simplified,Long hair,0.8322036
13502-simplified,Headpiece,0.7487206
13502-simplified,CG artwork,0.73182863
13502-simplified,Film,0.7195104
13502-simplified,Costume,0.7189668
13502-simplified,Tradition,0.65315944
13502-simplified,Makeover,0.5607613
13502-simplified,Model,0.5558833
13502-simplified,Fashion Model,0.5522922
13570-simplified,Lens flare,0.6879151
13570-simplified,Graphics,0.625151
13570-simplified,Graphic design,0.5409664
13648-simplified,Dog,0.99548984
13648-simplified,Vertebrate,0.9592998
13648-simplified,Carnivores,0.9453682
13648-simplified,Snout,0.91765815
13648-simplified,Fur,0.8438097
13648-simplified,Working animal,0.7826049
13648-simplified,Canidae,0.752409
13648-simplified,Whiskers,0.70382035
13648-simplified,Pet Supply,0.6732971
13648-simplified,Tongue,0.65506655
13651-simplified,Commercial building,0.8240856
13651-simplified,Tourist attraction,0.81898254
13651-simplified,Dome,0.71626675
13651-simplified,Cityscape,0.64230865
13651-simplified,Evening,0.64083034
13651-simplified,Hotel,0.62173975
13651-simplified,Headquarters,0.57900894
13651-simplified,Town square,0.56065303
13651-simplified,Night,0.5600244
13651-simplified,Dusk,0.55775595
13699-simplified,Orange,0.9199783
13699-simplified,Plastic,0.7434562
13699-simplified,Toy,0.7134051
13699-simplified,Figurine,0.50287855
13812-simplified,atmospheric phenomenon,0.9510414
13812-simplified,Moonlight,0.9012753
13812-simplified,Moon,0.90126634
13812-simplified,Astronomical object,0.8947232
13812-simplified,Mist,0.83447117
13812-simplified,Darkness,0.8336195
13812-simplified,Fog,0.815714
13812-simplified,Evening,0.77768904
13812-simplified,Midnight,0.769575
13812-simplified,Night,0.7534661
13814-simplified,Costume,0.8595446
13814-simplified,Fictional character,0.7921564
13814-simplified,Mascot,0.7581203
13814-simplified,Toy,0.75521326
13814-simplified,Fur,0.7034033
13814-simplified,Costume design,0.66311496
13814-simplified,Mask,0.64206666
13814-simplified,Suit actor,0.61415356
13814-simplified,Cosplay,0.5932292
13814-simplified,Animation,0.5424852
13832-simplified,Chin,0.988589
13832-simplified,Nose,0.974972
13832-simplified,Wrinkle,0.96861595
13832-simplified,Temple,0.95961004
13832-simplified,Eye,0.95269674
13832-simplified,Facial expression,0.9448971
